0.2971066	494
0.3183285	485
0.3395504	511
0.3607723	474
0.3819942	486
0.4032161	475
0.424438	462
0.4456599	501
0.4668818	492
0.4881037	484
0.5093256	448
0.5305475	473
0.5517694	476
0.5942132	470
0.6154351	425
0.636657	433
0.6578789	451
0.6791008	413
0.7003227	505
0.7215446	447
0.7427665	422
0.7639884	425
0.7852103	414
0.8064322	422
0.8276541	419
0.848876	383
0.8700979	435
0.8913198	410
0.9125417	411
0.9337636	427
0.9549855	368
0.9762074	413
0.9974293	379
1.0186512	344
1.0398731	382
1.061095	353
1.0823169	376
1.1035388	357
1.1247607	376
1.1459826	346
1.1672045	344
1.1884264	359
1.2096483	362
1.2308702	375
1.2520921	346
1.273314	367
1.2945359	322
1.3157578	305
1.3369797	362
1.3582016	304
1.3794235	326
1.4006454	328
1.4218673	314
1.4430892	297
1.4643111	343
1.485533	313
1.5067549	296
1.5279768	272
1.5491987	307
1.5704206	281
1.5916425	276
1.6128644	295
1.6340863	315
1.6553082	285
1.6765301	282
1.697752	248
1.7189739	287
1.7401958	270
1.7614177	279
1.7826396	282
1.8038615	266
1.8250834	263
1.8463053	271
1.8675272	280
1.8887491	281
1.909971	272
1.9311929	247
1.9524148	264
1.9736367	249
1.9948586	262
2.0160805	253
2.0373024	244
2.0585243	248
2.0797462	245
2.1009681	204
2.12219	224
2.1434119	230
2.1646338	262
2.1858557	235
2.2070776	237
2.2282995	238
2.2495214	239
2.2707433	239
2.2919652	234
2.3131871	222
2.334409	211
2.3556309	209
2.3768528	211
2.3980747	198
2.4192966	215
2.4405185	215
2.4617404	199
2.4829623	220
2.5041842	200
2.5254061	185
2.546628	205
2.5678499	201
2.5890718	201
2.6102937	197
2.6315156	212
2.6527375	173
2.6739594	190
2.6951813	184
2.7164032	180
2.7376251	199
2.758847	170
2.7800689	179
2.8012908	167
2.8225127	177
2.8437346	173
2.8649565	141
2.8861784	179
2.9074003	158
2.9286222	154
2.9498441	173
2.971066	160
2.9922879	164
3.0135098	160
3.0347317	155
3.0559536	159
3.0771755	157
3.0983974	166
3.1196193	157
3.1408412	157
3.1620631	143
3.183285	148
3.2045069	139
3.2257288	149
3.2469507	144
3.2681726	132
3.2893945	140
3.3106164	143
3.3318383	114
3.3530602	133
3.3742821	127
3.395504	136
3.4167259	144
3.4379478	143
3.4591697	117
3.4803916	146
3.5016135	116
3.5228354	138
3.5440573	112
3.5652792	120
3.5865011	117
3.607723	135
3.6289449	128
3.6501668	111
3.6713887	110
3.6926106	111
3.7138325	105
3.7350544	139
3.7562763	120
3.7774982	109
3.7987201	125
3.819942	108
3.8411639	77
3.8623858	106
3.8836077	98
3.9048296	99
3.9260515	100
3.9472734	107
3.9684953	99
3.9897172	116
4.0109391	95
4.032161	123
4.0533829	107
4.0746048	115
4.0958267	121
4.1170486	100
4.1382705	92
4.1594924	105
4.1807143	83
4.2019362	101
4.2231581	68
4.24438	84
4.2656019	99
4.2868238	123
4.3080457	93
4.3292676	78
4.3504895	103
4.3717114	94
4.3929333	96
4.4141552	95
4.4353771	87
4.456599	94
4.4778209	80
4.4990428	76
4.5202647	88
4.5414866	91
4.5627085	96
4.5839304	99
4.6051523	76
4.6263742	81
4.6475961	71
4.668818	96
4.6900399	76
4.7112618	72
4.7324837	73
4.7537056	77
4.7749275	76
4.7961494	72
4.8173713	70
4.8385932	83
4.8598151	68
4.881037	73
4.9022589	63
4.9234808	51
4.9447027	69
4.9659246	71
4.9871465	73
5.0083684	83
5.0295903	70
5.0508122	61
5.0720341	70
5.093256	59
5.1144779	61
5.1356998	62
5.1569217	51
5.1781436	58
5.1993655	69
5.2205874	54
5.2418093	61
5.2630312	74
5.2842531	58
5.305475	69
5.3266969	54
5.3479188	57
5.3691407	54
5.3903626	60
5.4115845	66
5.4328064	71
5.4540283	56
5.4752502	50
5.4964721	58
5.517694	59
5.5389159	54
5.5601378	55
5.5813597	62
5.6025816	69
5.6238035	48
5.6450254	57
5.6662473	60
5.6874692	56
5.7086911	49
5.729913	55
5.7511349	53
5.7723568	48
5.7935787	53
5.8148006	57
5.8360225	42
5.8572444	55
5.8784663	59
5.8996882	59
5.9209101	43
5.942132	63
5.9633539	52
5.9845758	41
6.0057977	47
6.0270196	48
6.0482415	39
6.0694634	29
6.0906853	50
6.1119072	44
6.1331291	39
6.154351	38
6.1755729	33
6.1967948	53
6.2180167	52
6.2392386	35
6.2604605	33
6.2816824	57
6.3029043	41
6.3241262	36
6.3453481	46
6.36657	41
6.3877919	33
6.4090138	41
6.4302357	48
6.4514576	49
6.4726795	38
6.4939014	37
6.5151233	33
6.5363452	48
6.5575671	46
6.578789	33
6.6000109	36
6.6212328	38
6.6424547	46
6.6636766	42
6.6848985	32
6.7061204	44
6.7273423	31
6.7485642	38
6.7697861	31
6.791008	48
6.8122299	38
6.8334518	36
6.8546737	30
6.8758956	43
6.8971175	29
6.9183394	34
6.9395613	48
6.9607832	29
6.9820051	45
7.003227	40
7.0244489	38
7.0456708	26
7.0668927	38
7.0881146	25
7.1093365	35
7.1305584	43
7.1517803	28
7.1730022	34
7.1942241	39
7.215446	36
7.2366679	26
7.2578898	29
7.2791117	28
7.3003336	27
7.3215555	39
7.3427774	29
7.3639993	27
7.3852212	18
7.4064431	41
7.427665	34
7.4488869	32
7.4701088	26
7.4913307	26
7.5125526	29
7.5337745	29
7.5549964	36
7.5762183	34
7.5974402	31
7.6186621	27
7.639884	28
7.6611059	22
7.6823278	23
7.7035497	30
7.7247716	30
7.7459935	22
7.7672154	26
7.7884373	32
7.8096592	36
7.8308811	20
7.852103	28
7.8733249	16
7.8945468	32
7.9157687	26
7.9369906	23
7.9582125	27
7.9794344	28
8.0006563	27
8.0218782	26
8.0431001	31
8.064322	28
8.0855439	22
8.1067658	23
8.1279877	27
8.1492096	18
8.1704315	24
8.1916534	27
8.2128753	37
8.2340972	24
8.2553191	30
8.276541	22
8.2977629	31
8.3189848	21
8.3402067	31
8.3614286	25
8.3826505	27
8.4038724	28
8.4250943	19
8.4463162	14
8.4675381	23
8.48876	19
8.5099819	23
8.5312038	25
8.5524257	16
8.5736476	18
8.5948695	29
8.6160914	26
8.6373133	21
8.6585352	21
8.6797571	25
8.700979	22
